TranscriptId	GeneSym
rna-XM_038221564.1	LOC119745300
rna-XM_038223287.1	LOC119746376
rna-XM_038210070.1	LOC119736060
gene-LOC119740134	LOC119740134
rna-XM_038200876.1	LOC119728583
rna-XM_038202297.1	LOC119729642
rna-XM_038210123.1	LOC119736109
rna-XM_038209159.1	LOC119735457
rna-XM_038214469.1	LOC119739493
rna-XM_038199524.1	LOC119727586
rna-XM_038196324.1	LOC119724972
rna-XM_038217534.1	LOC119741686
rna-XM_038196765.1	LOC119725361
rna-XM_038212505.1	LOC119737871
rna-XM_038200780.1	LOC119728510
rna-XM_038223094.1	LOC119746256
rna-XM_038199204.1	LOC119727350
rna-XM_038200633.1	LOC119728406
rna-XM_038215673.1	LOC119740392
rna-XM_038209751.1	LOC119735811
rna-XM_038222958.1	LOC119746153
rna-XR_005271388.1	LOC119730693
rna-XR_005272170.1	LOC119735436
rna-XM_038198140.1	LOC119726452
rna-XM_038207391.1	LOC119734014
rna-XM_038203330.1	LOC119730441
rna-XM_038190784.1	LOC119720917
rna-XM_038208862.1	LOC119735158
rna-XM_038214003.1	LOC119739172
rna-XM_038199563.1	LOC119727611
rna-XM_038195895.1	LOC119724714
rna-XM_038217357.1	LOC119741555
rna-XM_038220791.1	LOC119744716
rna-XM_038205527.1	LOC119732128
rna-XM_038192117.1	LOC119722094
rna-XM_038191836.1	LOC119721892
rna-XM_038223274.1	LOC119746367
rna-XR_005271295.1	LOC119729882
rna-XR_005273114.1	LOC119743671
rna-XM_038188283.1	LOC119718862
rna-XM_038197291.1	LOC119725738
rna-XM_038203299.1	LOC119730419
rna-XM_038218953.1	LOC119742780
rna-XM_038205686.1	LOC119732247
rna-XM_038210853.1	LOC119736843
rna-XM_038210064.1	LOC119736057
rna-XR_005269868.1	LOC119718934
rna-XM_038189543.1	LOC119720011
rna-XM_038198956.1	LOC119727092
rna-XM_038210021.1	LOC119736033
rna-XM_038222751.1	LOC119745990
rna-XR_005271898.1	LOC119733538
rna-XM_038196150.1	LOC119724866
rna-XM_038198982.1	LOC119727120
rna-XM_038188273.1	LOC119718853
rna-XM_038207694.1	LOC119734285
rna-XM_038212874.1	LOC119738134
rna-XM_038222198.1	LOC119745671
rna-XM_038212235.1	LOC119737694
rna-XM_038213881.1	LOC119739048
rna-XM_038212197.1	LOC119737677
rna-XM_038222538.1	LOC119745880
rna-XM_038196718.1	LOC119725327
rna-XM_038207844.1	LOC119734357
rna-XM_038192641.1	LOC119722489
rna-XM_038202571.1	LOC119729803
rna-XR_005270205.1	LOC119721611
rna-XM_038202442.1	LOC119729729
rna-XM_038219111.1	LOC119742878
rna-XR_005270244.1	LOC119721652
rna-Trnat-ggu-17	Trnat-ggu
rna-XM_038193206.1	LOC119722843
rna-XM_038206154.1	LOC119732584
rna-XM_038199190.1	LOC119727319
rna-XM_038200401.1	LOC119728246
rna-XM_038207527.1	LOC119734177
rna-XM_038197130.1	LOC119725646
rna-XM_038214897.1	LOC119739814
rna-XM_038222677.1	LOC119745958
rna-XR_005271531.1	LOC119732247
rna-XM_038188931.1	LOC119719457
rna-XR_005272982.1	LOC119743163
rna-XM_038205970.1	LOC119732442
rna-XM_038211139.1	LOC119737067
rna-XM_038199959.1	LOC119727882
rna-XM_038199331.1	LOC119727450
rna-XM_038209842.1	LOC119735896
rna-XM_038205079.1	LOC119731803
rna-XM_038213198.1	LOC119738342
rna-XM_038198422.1	LOC119726656
rna-XM_038195321.1	LOC119724327
rna-XR_005270294.1	LOC119721733
rna-XM_038207314.1	LOC119733949
rna-XM_038197466.1	LOC119725872
rna-XM_038201018.1	LOC119728692
rna-XM_038194938.1	LOC119724017
rna-XM_038188400.1	LOC119719085
rna-XM_038204126.1	LOC119731107
rna-XM_038211768.1	LOC119737423
rna-XM_038196593.1	LOC119725250
rna-XM_038205920.1	LOC119732418
rna-XM_038197459.1	LOC119725868
rna-XR_005272986.1	LOC119743168
rna-XM_038194626.1	LOC119723774
rna-XR_005272483.1	LOC119738641
rna-XM_038204981.1	LOC119731738
rna-XM_038212137.1	LOC119737649
rna-XM_038209930.1	LOC119735954
rna-XM_038208877.1	LOC119735130
rna-XM_038190619.1	LOC119720779
rna-XM_038213074.1	LOC119738257
rna-XM_038206849.1	LOC119733262
rna-XM_038212438.1	LOC119737822
rna-XM_038188638.1	LOC119719258
rna-XM_038191775.1	LOC119721820
rna-XM_038195941.1	LOC119724745
rna-XM_038220240.1	LOC119744358
rna-XM_038203036.1	LOC119730232
rna-XM_038202316.1	LOC119729654
rna-XM_038189096.1	LOC119719613
rna-XM_038214562.1	LOC119739571
rna-XM_038194920.1	LOC119723995
rna-XM_038207032.1	LOC119733626
rna-XM_038195824.1	LOC119724668
rna-XM_038202958.1	LOC119730173
rna-XM_038214751.1	LOC119739719
rna-XM_038206731.1	LOC119733156
rna-XM_038205348.1	LOC119732002
rna-XM_038215774.1	LOC119740449
rna-XM_038191028.1	LOC119721161
rna-XM_038203525.1	LOC119730547
rna-XM_038220863.1	LOC119744757
rna-XM_038199969.1	LOC119727892
rna-XM_038202572.1	LOC119729801
rna-XM_038197877.1	LOC119726251
rna-XM_038196043.1	LOC119724812
rna-XM_038219733.1	LOC119743329
rna-XM_038222328.1	LOC119745749
rna-XM_038192599.1	LOC119722466
rna-XM_038193853.1	LOC119723304
rna-XM_038197058.1	LOC119725592
rna-XM_038204405.1	LOC119731274
rna-XR_005269973.1	LOC119719523
rna-XM_038218862.1	LOC119742697
rna-XM_038201181.1	LOC119728786
rna-Trnas-aga-9	Trnas-aga
rna-XM_038192459.1	LOC119722383
rna-XM_038218553.1	LOC119742538
rna-XM_038221613.1	LOC119745326
rna-XM_038199985.1	LOC119727906
rna-XM_038221697.1	LOC119745381
rna-XM_038191020.1	LOC119721159
rna-XM_038194917.1	LOC119723996
rna-XM_038221516.1	LOC119745277
rna-XR_005272781.1	LOC119741864
rna-XM_038191483.1	LOC119721413
rna-XR_005273019.1	LOC119743399
rna-XM_038208401.1	LOC119734825
rna-XM_038206404.1	LOC119732800
rna-XM_038195952.1	LOC119724751
rna-XM_038220603.1	LOC119744596
rna-XM_038200216.1	LOC119728144
rna-XM_038207103.1	LOC119733720
rna-XM_038222070.1	LOC119745594
rna-XM_038199354.1	LOC119727467
rna-XM_038195472.1	LOC119724420
gene-LOC119732910	LOC119732910
rna-XM_038191212.1	LOC119721241
rna-XM_038203226.1	LOC119730368
rna-XM_038216998.1	LOC119741246
rna-XM_038191442.1	LOC119721381
rna-XM_038218938.1	LOC119742768
rna-XR_005270618.1	LOC119724126
rna-XM_038189785.1	LOC119720200
rna-XM_038197792.1	LOC119726187
rna-XM_038217921.1	LOC119741953
rna-XM_038202111.1	LOC119729520
rna-XM_038214346.1	LOC119739404
rna-XM_038207547.1	LOC119734194
rna-XM_038189538.1	LOC119720032
rna-Trnas-aga-2	Trnas-aga
rna-XM_038212439.1	LOC119737823
rna-XM_038215806.1	LOC119740482
rna-XM_038213406.1	LOC119738501
rna-XM_038213663.1	LOC119738728
rna-XM_038188517.1	LOC119719172
rna-XM_038205928.1	LOC119732423
rna-XM_038223516.1	LOC119746532
rna-XM_038194784.1	LOC119723888
rna-XM_038204591.1	LOC119731418
rna-Trnal-uag	Trnal-uag
rna-Trnae-uuc-13	Trnae-uuc
rna-XM_038214073.1	LOC119739222
rna-XR_005273002.1	LOC119743367
rna-XM_038193785.1	LOC119723223
rna-XM_038189709.1	LOC119720150
gene-LOC119744729	LOC119744729
rna-XM_038197333.1	LOC119725766
rna-XR_005272276.1	LOC119736116
rna-XM_038208712.1	LOC119735027
rna-XM_038214769.1	LOC119739732
rna-XM_038214409.1	LOC119739449
rna-XM_038217026.1	LOC119741273
rna-XM_038216896.1	LOC119741182
rna-XM_038205484.1	LOC119732096
rna-XM_038192303.1	LOC119722261
rna-Trnam-cau-5	Trnam-cau
rna-XM_038205328.1	LOC119731983
rna-XM_038212362.1	LOC119737771
rna-XR_005271641.1	LOC119732926
rna-XM_038202606.1	LOC119729815
rna-XR_005271982.1	LOC119733811
rna-XM_038198202.1	LOC119726490
rna-XM_038222480.1	LOC119745848
rna-XM_038191473.1	LOC119721403
rna-XM_038222619.1	LOC119745933
rna-XM_038192707.1	LOC119722531
rna-XM_038192573.1	LOC119722446
rna-XM_038216581.1	LOC119741016
rna-XM_038188794.1	LOC119719366
rna-XM_038198021.1	LOC119726365
rna-XM_038201452.1	LOC119728977
rna-XM_038200504.1	LOC119728313
rna-XM_038217631.1	LOC119741749
rna-XR_005271272.1	LOC119729786
rna-XR_005272576.1	LOC119739476
rna-XM_038207054.1	LOC119733655
rna-Trnam-cau-15	Trnam-cau
rna-XM_038193239.1	LOC119722857
rna-XM_038190105.1	LOC119720442
rna-XM_038189115.1	LOC119719617
rna-XM_038215588.1	LOC119740324
rna-Trnat-ugu-3	Trnat-ugu
rna-XM_038203019.1	LOC119730224
rna-XM_038210210.1	LOC119736184
rna-XM_038218540.1	LOC119742530
rna-XM_038201939.1	LOC119729316
rna-XM_038222000.1	LOC119745555
rna-XM_038223412.1	LOC119746453
rna-XM_038211916.1	LOC119737503
rna-XM_038222637.1	LOC119745933
rna-XM_038190187.1	LOC119720503
rna-Trnaa-agc-38	Trnaa-agc
rna-XM_038215537.1	LOC119740276
rna-XM_038217376.1	LOC119741571
rna-XM_038206376.1	LOC119732768
rna-XM_038222793.1	LOC119746035
rna-XM_038194930.1	LOC119724009
rna-XR_005270106.1	LOC119720618
rna-XM_038209535.1	LOC119735682
rna-XM_038214340.1	LOC119739396
rna-XM_038201262.1	LOC119728854
rna-XM_038190526.1	LOC119720715
rna-XM_038209494.1	LOC119735676
rna-XM_038211221.1	LOC119737121
rna-XM_038203118.1	LOC119730298
rna-Trnar-acg-2	Trnar-acg
rna-XM_038213391.1	LOC119738487
rna-XM_038214307.1	LOC119739380
rna-XM_038197303.1	LOC119725745
rna-XR_005272987.1	LOC119743168
rna-XM_038195230.1	LOC119724260
rna-XM_038222485.1	LOC119745851
rna-XM_038201634.1	LOC119729119
rna-XR_005270169.1	LOC119721309
rna-XM_038200720.1	LOC119728467
rna-XM_038203109.1	LOC119730291
rna-XM_038191368.1	LOC119721335
rna-XR_005273657.1	LOC119745814
rna-Trnae-uuc-2	Trnae-uuc
rna-XM_038202117.1	LOC119729526
rna-XM_038193642.1	LOC119723109
rna-XM_038196757.1	LOC119725042
rna-XM_038206392.1	LOC119732753
rna-XM_038199253.1	LOC119727381
rna-XM_038199451.1	LOC119727540
rna-XM_038190653.1	LOC119720802
rna-XM_038211182.1	LOC119737092
rna-XM_038201578.1	LOC119729074
rna-XM_038191058.1	LOC119721169
rna-XR_005272616.1	LOC119739700
rna-XM_038190766.1	LOC119720899
rna-XM_038197380.1	LOC119725801
rna-XM_038196918.1	LOC119725505
rna-XM_038205013.1	LOC119731761
rna-XM_038217765.1	LOC119741852
rna-XM_038216673.1	LOC119741056
rna-XM_038203675.1	LOC119730682
rna-XM_038197436.1	LOC119725844
rna-XM_038221550.1	LOC119745296
rna-XM_038191714.1	LOC119721745
rna-XM_038222002.1	LOC119745558
rna-XM_038202191.1	LOC119729577
rna-XM_038190674.1	LOC119720817
rna-XM_038216329.1	LOC119740871
rna-XM_038209410.1	LOC119735606
gene-LOC119728565	LOC119728565
rna-XM_038219787.1	LOC119743397
rna-XM_038192073.1	LOC119722070
rna-XM_038222055.1	LOC119745563
rna-XM_038202449.1	LOC119729734
rna-XM_038188868.1	LOC119719425
rna-XM_038196299.1	LOC119724961
rna-XM_038201571.1	LOC119729068
rna-XM_038190460.1	LOC119720670
rna-XM_038198867.1	LOC119727001
rna-XM_038189906.1	LOC119720271
rna-XM_038221536.1	LOC119745288
rna-XM_038215349.1	LOC119740139
gene-LOC119728638	LOC119728638
rna-XM_038201345.1	LOC119728912
rna-XM_038194340.1	LOC119723605
rna-XM_038190948.1	LOC119721063
rna-XM_038215087.1	LOC119739941
rna-XM_038198738.1	LOC119726884
rna-XM_038192315.1	LOC119722272
rna-XM_038200670.1	LOC119728434
rna-XM_038193951.1	LOC119723352
rna-XM_038190682.1	LOC119720826
rna-XM_038201031.1	LOC119728699
rna-XM_038189388.1	LOC119719919
rna-XM_038210558.1	LOC119736544
gene-LOC119739308	LOC119739308
rna-XM_038207047.1	LOC119733644
rna-XM_038218867.1	LOC119742700
rna-XM_038211178.1	LOC119737086
rna-XM_038206786.1	LOC119733196
rna-XM_038198504.1	LOC119726704
rna-XM_038210460.1	LOC119736441
rna-XM_038206267.1	LOC119732644
rna-XM_038208930.1	LOC119735224
rna-XM_038212468.1	LOC119737843
rna-XM_038191079.1	LOC119721178
rna-XR_005270394.1	LOC119722057
rna-XM_038207814.1	LOC119734354
rna-XM_038192338.1	LOC119722296
rna-XM_038203058.1	LOC119730251
rna-XM_038219076.1	LOC119742858
rna-XM_038223054.1	LOC119746232
rna-XM_038199318.1	LOC119727414
rna-XM_038222980.1	LOC119746171
rna-XM_038201286.1	LOC119728857
rna-XM_038218402.1	LOC119742470
rna-XM_038216545.1	LOC119740995
rna-XM_038208032.1	LOC119734499
rna-XM_038218646.1	LOC119742565
rna-XM_038189890.1	LOC119720264
rna-XR_005272476.1	LOC119738571
rna-XM_038192283.1	LOC119722237
rna-XM_038195615.1	LOC119724524
rna-XM_038215445.1	LOC119740218
rna-XM_038206452.1	LOC119732847
rna-XM_038191027.1	LOC119721161
rna-XM_038203422.1	LOC119730484
rna-XM_038206077.1	LOC119732519
rna-XM_038209282.1	LOC119735547
rna-XM_038213189.1	LOC119738339
gene-LOC119725981	LOC119725981
rna-XM_038199941.1	LOC119727866
rna-XM_038214222.1	LOC119739332
rna-XM_038204883.1	LOC119731675
rna-XM_038199896.1	LOC119727803
rna-XM_038196900.1	LOC119725495
rna-XM_038217224.1	LOC119741466
rna-XM_038212433.1	LOC119737817
rna-XM_038212475.1	LOC119737850
rna-XM_038198038.1	LOC119726384
rna-XM_038219228.1	LOC119742946
rna-XM_038192253.1	LOC119722208
rna-XM_038193138.1	LOC119722799
rna-XM_038204087.1	LOC119731077
rna-XM_038189983.1	LOC119720342
rna-XM_038200870.1	LOC119728580
rna-XM_038215104.1	LOC119739950
rna-XM_038195874.1	LOC119724701
rna-XM_038207784.1	LOC119734337
rna-XM_038215818.1	LOC119740496
rna-XM_038202853.1	LOC119730068
rna-XM_038191128.1	LOC119721198
rna-XM_038198001.1	LOC119726345
rna-XM_038193678.1	LOC119723117
rna-XM_038219067.1	LOC119742855
rna-XM_038193603.1	LOC119723090
rna-XM_038223378.1	LOC119746417
rna-XM_038210094.1	LOC119736088
rna-XM_038203527.1	LOC119730552
rna-XM_038196261.1	LOC119724935
rna-XM_038208528.1	LOC119734899
rna-XM_038200553.1	LOC119728348
rna-XM_038209990.1	LOC119736006
rna-XM_038208735.1	LOC119735045
rna-XM_038218422.1	LOC119742481
rna-XM_038210819.1	LOC119736811
rna-XR_005273443.1	LOC119744023
rna-XM_038190849.1	LOC119720984
rna-XM_038204837.1	LOC119731638
rna-XM_038204998.1	LOC119731757
rna-XM_038193302.1	LOC119722901
rna-XM_038214869.1	LOC119739795
rna-XM_038193285.1	LOC119722885
rna-XR_005271076.1	LOC119728551
rna-XM_038204807.1	LOC119731610
rna-XM_038212617.1	LOC119737939
rna-XM_038204097.1	LOC119731085
rna-XM_038211823.1	LOC119737453
rna-XM_038202592.1	LOC119729808
rna-XM_038211446.1	LOC119737247
rna-XM_038221650.1	LOC119745354
rna-XM_038215161.1	LOC119739982
rna-XM_038211501.1	LOC119737285
rna-XR_005272541.1	LOC119739167
rna-XM_038219131.1	LOC119742889
rna-XM_038222598.1	LOC119745920
rna-XM_038202230.1	LOC119729601
rna-XM_038197359.1	LOC119725785
rna-XM_038206874.1	LOC119733277
rna-XM_038195042.1	LOC119724121
rna-XM_038195594.1	LOC119724510
rna-XM_038207405.1	LOC119734027
rna-XM_038190464.1	LOC119720672
rna-XM_038196352.1	LOC119724986
rna-XM_038202066.1	LOC119729494
rna-XM_038206119.1	LOC119732551
gene-LOC119734734	LOC119734734
rna-XM_038218570.1	LOC119742551
rna-XM_038206904.1	LOC119733311
rna-XM_038192794.1	LOC119722605
rna-XM_038204799.1	LOC119731603
rna-XR_005271686.1	LOC119733182
rna-XM_038190228.1	LOC119720519
rna-XM_038201025.1	LOC119728692
rna-XM_038210860.1	LOC119736850
rna-XM_038202408.1	LOC119729713
rna-XM_038205384.1	LOC119732019
rna-Trnal-uag-5	Trnal-uag
rna-XM_038213355.1	LOC119738456
rna-XM_038188707.1	LOC119719297
rna-XM_038195904.1	LOC119724721
rna-XM_038214018.1	LOC119739186
rna-XM_038192310.1	LOC119722244
rna-XM_038193062.1	LOC119722759
rna-XM_038190555.1	LOC119720732
rna-XM_038206953.1	LOC119733368
rna-XR_005273164.1	LOC119743723
rna-XM_038208085.1	LOC119734549
rna-XM_038198123.1	LOC119726452
rna-XR_005273086.1	LOC119743641
rna-XR_005272256.1	LOC119736010
rna-XR_005270448.1	LOC119722467
rna-XM_038209102.1	LOC119735402
rna-XM_038219220.1	LOC119742946
rna-XM_038211828.1	LOC119737455
rna-XM_038195306.1	LOC119724312
rna-XM_038189547.1	LOC119720040
gene-LOC119730212	LOC119730212
rna-XM_038192165.1	LOC119722125
rna-XM_038208807.1	LOC119735106
rna-XM_038212022.1	LOC119737570
rna-XM_038204869.1	LOC119731664
rna-XR_005272916.1	LOC119742908
rna-XR_005270382.1	LOC119722055
rna-XR_005269872.1	LOC119718938
rna-XR_005270794.1	LOC119726184
rna-XM_038195773.1	LOC119724636
rna-XM_038188657.1	LOC119719272
rna-XM_038201881.1	LOC119729276
rna-XM_038196696.1	LOC119725314
rna-XM_038211577.1	LOC119737316
rna-XM_038189714.1	LOC119720155
rna-XM_038212295.1	LOC119737737
rna-XM_038220746.1	LOC119744683
rna-XM_038223465.1	LOC119746485
rna-XM_038196646.1	LOC119725280
rna-XM_038203924.1	LOC119730865
rna-XM_038210773.1	LOC119736762
rna-XM_038192709.1	LOC119722533
rna-XM_038195826.1	LOC119724643
rna-XM_038209945.1	LOC119735968
rna-XM_038211724.1	LOC119737399
rna-XM_038209912.1	LOC119735946
rna-XM_038219824.1	LOC119743423
rna-XM_038199558.1	LOC119727597
rna-XM_038198262.1	LOC119726530
rna-XM_038200804.1	LOC119728531
rna-XM_038200726.1	LOC119728473
rna-XM_038200390.1	LOC119728235
rna-XM_038193523.1	LOC119723040
rna-XM_038193118.1	LOC119722786
rna-XM_038203889.1	LOC119730838
rna-XM_038189253.1	LOC119719764
rna-XM_038202668.1	LOC119729878
rna-XM_038190234.1	LOC119720532
rna-XR_005270212.1	LOC119721618
rna-XM_038195588.1	LOC119724502
rna-XM_038201764.1	LOC119729199
rna-XM_038215064.1	LOC119739925
rna-XM_038210672.1	LOC119736657
rna-XM_038188245.1	LOC119718826
rna-XM_038222286.1	LOC119745733
rna-XM_038198148.1	LOC119726452
rna-Trnaa-agc-9	Trnaa-agc
rna-XM_038216619.1	LOC119741029
rna-XR_005273454.1	LOC119744034
rna-XM_038191257.1	LOC119721266
rna-XM_038220615.1	LOC119744599
rna-XM_038191314.1	LOC119721303
rna-XM_038200377.1	LOC119728223
rna-XM_038199185.1	LOC119727332
rna-XM_038203896.1	LOC119730846
rna-XM_038202973.1	LOC119730187
rna-XM_038204718.1	LOC119731545
rna-XM_038221219.1	LOC119744994
rna-XM_038222645.1	LOC119745938
rna-XM_038209534.1	LOC119735681
rna-XM_038198871.1	LOC119727002
rna-XM_038190538.1	LOC119720722
rna-XM_038198783.1	LOC119726936
rna-XM_038207410.1	LOC119734031
rna-XM_038202949.1	LOC119730166
rna-XR_005271542.1	LOC119732247
rna-XM_038214514.1	LOC119739539
rna-XM_038213779.1	LOC119738813
rna-XM_038205004.1	LOC119731759
rna-XM_038191336.1	LOC119721315
rna-XM_038213144.1	LOC119738300
rna-XM_038211028.1	LOC119736981
rna-XM_038193046.1	LOC119722746
rna-XM_038202087.1	LOC119729507
rna-XM_038218644.1	LOC119742565
rna-XM_038197223.1	LOC119725696
rna-XM_038219740.1	LOC119743339
rna-XM_038217540.1	LOC119741690
rna-XM_038202062.1	LOC119729492
rna-XM_038222703.1	LOC119745974
rna-XM_038219053.1	LOC119742851
rna-XR_005269934.1	LOC119719440
rna-XM_038201339.1	LOC119728909
rna-XM_038194485.1	LOC119723692
rna-XM_038195647.1	LOC119724547
gene-LOC119723020	LOC119723020
rna-XM_038206210.1	LOC119732624
rna-XM_038216376.1	LOC119740901
rna-XM_038193862.1	LOC119723309
rna-XM_038221374.1	LOC119745150
rna-XM_038215419.1	LOC119740207
rna-XM_038190806.1	LOC119720939
rna-XM_038195243.1	LOC119724269
rna-XM_038204811.1	LOC119731610
rna-XM_038217503.1	LOC119741663
rna-XM_038204695.1	LOC119731522
rna-XM_038209533.1	LOC119735681
rna-XM_038217513.1	LOC119741673
rna-XM_038194879.1	LOC119723958
rna-XM_038222015.1	LOC119745566
rna-Trnaf-gaa-29	Trnaf-gaa
rna-XM_038203197.1	LOC119730346
rna-XM_038197780.1	LOC119726165
rna-XM_038198198.1	LOC119726487
rna-XM_038206337.1	LOC119732696
rna-XM_038222580.1	LOC119745901
rna-XM_038207266.1	LOC119733899
rna-XR_005270258.1	LOC119721666
rna-XM_038189819.1	LOC119720217
rna-XM_038219002.1	LOC119742821
rna-XM_038200043.1	LOC119727961
rna-XM_038202336.1	LOC119729669
rna-XM_038207788.1	LOC119734339
rna-XM_038216974.1	LOC119741231
rna-XM_038209415.1	LOC119735630
rna-XM_038205168.1	LOC119731882
rna-XM_038192815.1	LOC119722612
rna-XM_038199774.1	LOC119727738
rna-XM_038191325.1	LOC119721306
rna-XR_005272738.1	LOC119741498
rna-XR_005272715.1	LOC119741095
rna-XM_038211174.1	LOC119737084
rna-XM_038197343.1	LOC119725771
rna-XM_038223165.1	LOC119746300
rna-XM_038212603.1	LOC119737930
rna-XM_038200137.1	LOC119728061
rna-XM_038219558.1	LOC119743179
rna-XR_005272564.1	LOC119739336
rna-XM_038223255.1	LOC119746360
rna-XM_038207306.1	LOC119733945
rna-XM_038205455.1	LOC119732077
rna-XM_038221059.1	LOC119744873
rna-XM_038213489.1	LOC119738582
gene-LOC119744965	LOC119744965
rna-XM_038208549.1	LOC119734914
rna-XM_038220415.1	LOC119744478
rna-XM_038190227.1	LOC119720527
rna-XM_038190338.1	LOC119720603
rna-XM_038193652.1	LOC119723114
rna-XM_038200474.1	LOC119728288
rna-XM_038198490.1	LOC119726694
rna-XM_038209775.1	LOC119735836
rna-XM_038207343.1	LOC119733968
rna-XM_038200773.1	LOC119728508
rna-XM_038200978.1	LOC119728666
rna-XM_038200354.1	LOC119728212
rna-Trnav-cac-17	Trnav-cac
rna-XM_038201417.1	LOC119728953
rna-XM_038211675.1	LOC119737368
rna-XM_038188840.1	LOC119719398
rna-XM_038191880.1	LOC119721923
rna-XR_005270033.1	LOC119719993
rna-XM_038207427.1	LOC119734052
rna-XM_038200594.1	LOC119728378
rna-XM_038201076.1	LOC119728720
rna-XM_038206052.1	LOC119732508
rna-XM_038208406.1	LOC119734831
rna-XM_038218498.1	LOC119742530
rna-XM_038209351.1	LOC119735588
rna-XM_038202126.1	LOC119729529
rna-Trnav-gac-4	Trnav-gac
rna-XM_038189359.1	LOC119719893
rna-XM_038202181.1	LOC119729569
rna-XM_038214452.1	LOC119739480
rna-XM_038208684.1	LOC119735007
rna-XM_038217691.1	LOC119741796
rna-XM_038214840.1	LOC119739775
rna-XM_038223216.1	LOC119746333
rna-XM_038196298.1	LOC119724946
rna-XR_005272061.1	LOC119734349
gene-LOC119743167	LOC119743167
rna-XM_038203035.1	LOC119730230
rna-XM_038188957.1	LOC119719483
rna-XM_038211461.1	LOC119737262
rna-XM_038219296.1	LOC119742999
rna-XM_038211400.1	LOC119737215
rna-XM_038194408.1	LOC119723641
rna-XM_038203155.1	LOC119730317
rna-XM_038219956.1	LOC119743533
rna-XM_038215264.1	LOC119740062
rna-XM_038190582.1	LOC119720750
rna-XM_038212462.1	LOC119737841
rna-XR_005270206.1	LOC119721612
rna-XM_038211326.1	LOC119737167
gene-LOC119726375	LOC119726375
gene-LOC119735812	LOC119735812
rna-XM_038204601.1	LOC119731431
rna-XM_038215886.1	LOC119740541
rna-XR_005271893.1	LOC119733532
rna-XM_038206897.1	LOC119733298
rna-XM_038204626.1	LOC119731457
rna-Trnae-cuc-5	Trnae-cuc
rna-XM_038208106.1	LOC119734570
rna-XM_038219225.1	LOC119742946
gene-LOC119731926	LOC119731926
rna-XM_038198971.1	LOC119727109
rna-XM_038209879.1	LOC119735924
rna-XM_038222779.1	LOC119746020
rna-XM_038205424.1	LOC119732055
rna-XM_038199031.1	LOC119727167
gene-LOC119733673	LOC119733673
rna-XM_038194738.1	LOC119723858
rna-XM_038207267.1	LOC119733903
rna-XR_005270564.1	LOC119723662
rna-XM_038193968.1	LOC119723367
rna-XM_038207576.1	LOC119734213
rna-XM_038207724.1	LOC119734297
rna-XR_005273417.1	LOC119743995
rna-XM_038195763.1	LOC119724632
rna-XM_038217565.1	LOC119741704
rna-XR_005271359.1	LOC119730304
rna-XM_038219449.1	LOC119743096
rna-XM_038199699.1	LOC119727689
rna-XR_005271746.1	LOC119733282
rna-XM_038198155.1	LOC119726452
gene-LOC119730065	LOC119730065
rna-XM_038209020.1	LOC119735322
rna-XM_038192662.1	LOC119722506
rna-XM_038194700.1	LOC119723821
rna-XM_038206697.1	LOC119732973
rna-XM_038198056.1	LOC119726403
rna-XM_038213637.1	LOC119738702
rna-XM_038218906.1	LOC119742737
rna-XM_038222977.1	LOC119746166
rna-XM_038195809.1	LOC119724658
gene-LOC119742520	LOC119742520
rna-XM_038203937.1	LOC119730874
rna-XM_038220742.1	LOC119744680
rna-XM_038214934.1	LOC119739840
rna-XM_038198036.1	LOC119726382
rna-XR_005272588.1	LOC119739519
rna-XR_005272970.1	LOC119743114
rna-XM_038189071.1	LOC119719593
rna-XR_005271203.1	LOC119729204
rna-XM_038189833.1	LOC119720222
rna-XM_038203849.1	LOC119730815
rna-XM_038194736.1	LOC119723858
rna-XM_038212580.1	LOC119737920
rna-XM_038215313.1	LOC119740113
rna-Trnae-cuc-27	Trnae-cuc
rna-XM_038211153.1	LOC119737072
rna-XM_038210172.1	LOC119736152
rna-XR_005273489.1	LOC119744073
rna-XM_038221974.1	LOC119745555
rna-XM_038205323.1	LOC119731981
rna-XM_038213988.1	LOC119739157
rna-XM_038214617.1	LOC119739624
rna-XM_038218418.1	LOC119742480
rna-XM_038188414.1	LOC119719099
rna-XM_038206601.1	LOC119733021
rna-XM_038207805.1	LOC119734347
rna-XR_005272803.1	LOC119742017
rna-XR_005269938.1	LOC119719454
rna-XR_005272402.1	LOC119737720
rna-XM_038195779.1	LOC119724641
rna-XM_038217033.1	LOC119741279
rna-XR_005271849.1	LOC119733479
rna-XM_038214707.1	LOC119739687
rna-XM_038211850.1	LOC119737466
rna-XR_005270836.1	LOC119726563
rna-XM_038201006.1	LOC119728683
rna-XR_005271920.1	LOC119733580
rna-XM_038202983.1	LOC119730198
rna-XM_038203247.1	LOC119730381
rna-XM_038213422.1	LOC119738517
rna-XM_038219137.1	LOC119742890
rna-Trnae-cuc-8	Trnae-cuc
rna-XM_038195072.1	LOC119724148
rna-XM_038196134.1	LOC119724858
rna-XM_038213557.1	LOC119738643
rna-XM_038215469.1	LOC119740232
rna-XM_038203845.1	LOC119730813
rna-XR_005272985.1	LOC119743168
rna-XR_005270014.1	LOC119719892
gene-LOC119720067	LOC119720067
rna-XM_038207276.1	LOC119733913
rna-XM_038206986.1	LOC119733403
rna-XM_038188778.1	LOC119719353
rna-XM_038193222.1	LOC119722850
rna-XM_038189873.1	LOC119720250
rna-XM_038190750.1	LOC119720884
